Lokalita,Slovenský názov,Latinský názov,Lokalita_druh,Lat,Lon,Početnosť,"Min, Hg (mg/kg SH)","Max, Hg (mg/kg SH)2","Min, THQ","Max, THQ2","Min, MSCQ (g/osoba/deň)","Max, MSCQ (g/osoba/deň)2",Hgmin-max (mg/kg SH),THQmin-max,MSCQmin-max (g/osoba/deň ČH),Link,Foto
Štiavnické Bane,Bedľa vysoká,Macrolepiota procera,Štiavnické Bane: Bedľa vysoká,"48,434850","18,851320",1,"1,945052","1,945052","0,127233","0,127233","107,966265","107,966265","1,945 - 1,945","0,127 - 0,127",108 - 108,https://www.nahuby.sk/atlas-hub/Macrolepiota-procera/bedla-vysoka/bedla-vysoka/ID3,
Štiavnik_ráztoka,Bedľa vysoká,Macrolepiota procera,Štiavnik_ráztoka: Bedľa vysoká,"49,311500","18,413620",5,"0,982796","3,047589","0,064288","0,199354","68,906929","213,676083","0,983 - 3,048","0,064 - 0,199","68,9 - 213,7",https://www.nahuby.sk/atlas-hub/Macrolepiota-procera/bedla-vysoka/bedla-vysoka/ID3,
Šumiac - na Úboč,Bedľa vysoká,Macrolepiota procera,Šumiac - na Úboč: Bedľa vysoká,"48,844152","20,131617",4,"1,509174","3,149551","0,098721","0,206024","66,676171","139,148965","1,509 - 3,15","0,099 - 0,206","66,7 - 139,1",https://www.nahuby.sk/atlas-hub/Macrolepiota-procera/bedla-vysoka/bedla-vysoka/ID3,
Tesáre_vodná nádrž,Bedľa vysoká,Macrolepiota procera,Tesáre_vodná nádrž: Bedľa vysoká,"48,609660","18,076170",14,"0,879602","1,662701","0,057538","0,108763","126,300520","238,744341","0,88 - 1,663","0,058 - 0,109","126,3 - 238,7",https://www.nahuby.sk/atlas-hub/Macrolepiota-procera/bedla-vysoka/bedla-vysoka/ID3,
Tovarné,Bedľa vysoká,Macrolepiota procera,Tovarné: Bedľa vysoká,"48,911570","21,765780",1,"2,307144","2,307144","0,150919","0,150919","91,021627","91,021627","2,307 - 2,307","0,151 - 0,151",91 - 91,https://www.nahuby.sk/atlas-hub/Macrolepiota-procera/bedla-vysoka/bedla-vysoka/ID3,
Trstín_Raková,Bedľa vysoká,Macrolepiota procera,Trstín_Raková: Bedľa vysoká,"48,560952","17,455581",8,"1,385225","10,873427","0,090613","0,711271","19,313138","151,599921","1,385 - 10,873","0,091 - 0,711","19,3 - 151,6",https://www.nahuby.sk/atlas-hub/Macrolepiota-procera/bedla-vysoka/bedla-vysoka/ID3,
Valčianska dolina - Lázky,Bedľa vysoká,Macrolepiota procera,Valčianska dolina - Lázky: Bedľa vysoká,"49,025983","18,782387",2,"4,820477","4,954484","0,315325","0,324091","42,385847","43,564154","4,82 - 4,954","0,315 - 0,324","42,4 - 43,6",https://www.nahuby.sk/atlas-hub/Macrolepiota-procera/bedla-vysoka/bedla-vysoka/ID3,
Veľká Franková_Hanušovské sedlo,Bedľa vysoká,Macrolepiota procera,Veľká Franková_Hanušovské sedlo: Bedľa vysoká,"49,330043","20,314907",2,"0,088236","4,619823","0,005772","0,302200","45,456287","2 379,980960","0,088 - 4,62","0,006 - 0,302","45,5 - 2380",https://www.nahuby.sk/atlas-hub/Macrolepiota-procera/bedla-vysoka/bedla-vysoka/ID3,
Veľká Lesná,Bedľa vysoká,Macrolepiota procera,Veľká Lesná: Bedľa vysoká,"49,313056","20,443548",2,"2,161560","4,590966","0,141396","0,300312","45,742007","97,152057","2,162 - 4,591","0,141 - 0,3","45,7 - 97,2",https://www.nahuby.sk/atlas-hub/Macrolepiota-procera/bedla-vysoka/bedla-vysoka/ID3,
Veľké Uherce,Bedľa vysoká,Macrolepiota procera,Veľké Uherce: Bedľa vysoká,"48,562655","18,450170",4,"0,914000","2,111000","0,059788","0,138088","99,478920","229,759300","0,914 - 2,111","0,06 - 0,138","99,5 - 229,8",https://www.nahuby.sk/atlas-hub/Macrolepiota-procera/bedla-vysoka/bedla-vysoka/ID3,
Zbyňov,Bedľa vysoká,Macrolepiota procera,Zbyňov: Bedľa vysoká,"49,124650","18,639470",9,"1,058686","3,259542","0,069253","0,213219","64,426229","198,359098","1,059 - 3,26","0,069 - 0,213","64,4 - 198,4",https://www.nahuby.sk/atlas-hub/Macrolepiota-procera/bedla-vysoka/bedla-vysoka/ID3,
Banská Bystrica - Jakub,Čírovnica májová,Calocybe gambosa,Banská Bystrica - Jakub: Čírovnica májová,"48,766480","19,142060",1,"0,984521","0,984521","0,064401","0,064401","213,301697","213,301697","0,985 - 0,985","0,064 - 0,064","213,3 - 213,3",https://www.nahuby.sk/atlas-hub/Calocybe-gambosa/cirovnica-majova/ciruvka-majovka/ID57,
Banská Bystrica_Žltý piesok,Čírovnica májová,Calocybe gambosa,Banská Bystrica_Žltý piesok: Čírovnica májová,"48,725130","19,149970",1,"2,653117","2,653117","0,173550","0,173550","79,152182","79,152182","2,653 - 2,653","0,174 - 0,174","79,2 - 79,2",https://www.nahuby.sk/atlas-hub/Calocybe-gambosa/cirovnica-majova/ciruvka-majovka/ID57,
Banská Štiavnica_arborétum,Čírovnica májová,Calocybe gambosa,Banská Štiavnica_arborétum: Čírovnica májová,"48,448100","18,922320",1,"8,668024","8,668024","0,567008","0,567008","24,226975","24,226975","8,668 - 8,668","0,567 - 0,567","24,2 - 24,2",https://www.nahuby.sk/atlas-hub/Calocybe-gambosa/cirovnica-majova/ciruvka-majovka/ID57,
Bukovce_vodná nádrž,Čírovnica májová,Calocybe gambosa,Bukovce_vodná nádrž: Čírovnica májová,"48,536466","17,357466",1,"16,788246","16,788246","1,098182","1,098182","12,508752","12,508752","16,788 - 16,788","1,098 - 1,098","12,5 - 12,5",https://www.nahuby.sk/atlas-hub/Calocybe-gambosa/cirovnica-majova/ciruvka-majovka/ID57,
Detva_intravilán,Čírovnica májová,Calocybe gambosa,Detva_intravilán: Čírovnica májová,"48,541030","19,411125",1,"4,729659","4,729659","0,309385","0,309385","44,400664","44,400664","4,73 - 4,73","0,309 - 0,309","44,4 - 44,4",https://www.nahuby.sk/atlas-hub/Calocybe-gambosa/cirovnica-majova/ciruvka-majovka/ID57,
Kováčová_chaty,Čírovnica májová,Calocybe gambosa,Kováčová_chaty: Čírovnica májová,"48,600540","19,094970",2,"8,325961","9,124853","0,544632","0,596891","23,014069","25,222314","8,326 - 9,125","0,545 - 0,597","23 - 25,2",https://www.nahuby.sk/atlas-hub/Calocybe-gambosa/cirovnica-majova/ciruvka-majovka/ID57,
Kováčová_salaš,Čírovnica májová,Calocybe gambosa,Kováčová_salaš: Čírovnica májová,"48,593070","19,095060",1,"8,400050","8,400050","0,549479","0,549479","24,999851","24,999851","8,4 - 8,4","0,549 - 0,549",25 - 25,https://www.nahuby.sk/atlas-hub/Calocybe-gambosa/cirovnica-majova/ciruvka-majovka/ID57,
Malachov - Ortúty,Čírovnica májová,Calocybe gambosa,Malachov - Ortúty: Čírovnica májová,"48,713863","19,036367",1,"33,736588","33,736588","2,206836","2,206836","6,224696","6,224696","33,737 - 33,737","2,207 - 2,207","6,2 - 6,2",https://www.nahuby.sk/atlas-hub/Calocybe-gambosa/cirovnica-majova/ciruvka-majovka/ID57,
Príbelce_družstvo,Čírovnica májová,Calocybe gambosa,Príbelce_družstvo: Čírovnica májová,"48,199266","19,259783",1,"4,144541","4,144541","0,271110","0,271110","50,669061","50,669061","4,145 - 4,145","0,271 - 0,271","50,7 - 50,7",https://www.nahuby.sk/atlas-hub/Calocybe-gambosa/cirovnica-majova/ciruvka-majovka/ID57,
Selce_Čachovo,Čírovnica májová,Calocybe gambosa,Selce_Čachovo: Čírovnica májová,"48,793220","19,171180",7,"3,951210","10,700133","0,258463","0,699936","19,625924","53,148276","3,951 - 10,7","0,258 - 0,7","19,6 - 53,1",https://www.nahuby.sk/atlas-hub/Calocybe-gambosa/cirovnica-majova/ciruvka-majovka/ID57,
Soroška_kameňolom,Čírovnica májová,Calocybe gambosa,Soroška_kameňolom: Čírovnica májová,"48,617416","20,627683",1,"7,154554","7,154554","0,468006","0,468006","29,351934","29,351934","7,155 - 7,155","0,468 - 0,468","29,4 - 29,4",https://www.nahuby.sk/atlas-hub/Calocybe-gambosa/cirovnica-majova/ciruvka-majovka/ID57,
Svätošovo,Čírovnica májová,Calocybe gambosa,Svätošovo: Čírovnica májová,"48,461240","19,445650",1,"8,487866","8,487866","0,555223","0,555223","24,741201","24,741201","8,488 - 8,488","0,555 - 0,555","24,7 - 24,7",https://www.nahuby.sk/atlas-hub/Calocybe-gambosa/cirovnica-majova/ciruvka-majovka/ID57,
Zvolen - Sekier,Čírovnica májová,Calocybe gambosa,Zvolen - Sekier: Čírovnica májová,"48,512383","19,203116",1,"4,036945","4,036945","0,264072","0,264072","52,019535","52,019535","4,037 - 4,037","0,264 - 0,264",52 - 52,https://www.nahuby.sk/atlas-hub/Calocybe-gambosa/cirovnica-majova/ciruvka-majovka/ID57,
Zvolen_AS,Čírovnica májová,Calocybe gambosa,Zvolen_AS: Čírovnica májová,"48,571190","19,120330",2,"9,558779","11,322822","0,625275","0,740668","18,546613","21,969333","9,559 - 11,323","0,625 - 0,741","18,5 - 22",https://www.nahuby.sk/atlas-hub/Calocybe-gambosa/cirovnica-majova/ciruvka-majovka/ID57,
Zvolen_gymnázium,Čírovnica májová,Calocybe gambosa,Zvolen_gymnázium: Čírovnica májová,"48,575340","19,112880",1,"7,851850","7,851850","0,513619","0,513619","26,745289","26,745289","7,852 - 7,852","0,514 - 0,514","26,7 - 26,7",https://www.nahuby.sk/atlas-hub/Calocybe-gambosa/cirovnica-majova/ciruvka-majovka/ID57,
Zvolen_pancierový vlak,Čírovnica májová,Calocybe gambosa,Zvolen_pancierový vlak: Čírovnica májová,"48,572240","19,123290",2,"3,598142","13,157823","0,235368","0,860702","15,960087","58,363455","3,598 - 13,158","0,235 - 0,861","16 - 58,4",https://www.nahuby.sk/atlas-hub/Calocybe-gambosa/cirovnica-majova/ciruvka-majovka/ID57,
Čertov - Lamže,Hríb bronzový,Boletus aereus,Čertov - Lamže: Hríb bronzový,"49,282150","18,221170",1,"1,824123","1,824123","0,119323","0,119323","115,123816","115,123816","1,824 - 1,824","0,119 - 0,119","115,1 - 115,1",https://www.nahuby.sk/atlas-hub/Boletus-aereus/hrib-bronzovy/hrib-bronzovy/ID120,
Jabloňovce,Hríb bronzový,Boletus aereus,Jabloňovce: Hríb bronzový,"48,321951","18,815859",1,"3,499969","3,499969","0,228946","0,228946","60,000531","60,000531","3,5 - 3,5","0,229 - 0,229",60 - 60,https://www.nahuby.sk/atlas-hub/Boletus-aereus/hrib-bronzovy/hrib-bronzovy/ID120,
Jelenec,Hríb bronzový,Boletus aereus,Jelenec: Hríb bronzový,"48,410870","18,205250",1,"8,310621","8,310621","0,543629","0,543629","25,268870","25,268870","8,311 - 8,311","0,544 - 0,544","25,3 - 25,3",https://www.nahuby.sk/atlas-hub/Boletus-aereus/hrib-bronzovy/hrib-bronzovy/ID120,
Nižná boca_vysielač,Hríb bronzový,Boletus aereus,Nižná boca_vysielač: Hríb bronzový,"48,952270","19,764820",2,"4,368493","6,715508","0,285759","0,439286","31,270903","48,071497","4,368 - 6,716","0,286 - 0,439","31,3 - 48,1",https://www.nahuby.sk/atlas-hub/Boletus-aereus/hrib-bronzovy/hrib-bronzovy/ID120,
Staré,Hríb bronzový,Boletus aereus,Staré: Hríb bronzový,"48,854940","21,886600",1,"4,097177","4,097177","0,268012","0,268012","51,254803","51,254803","4,097 - 4,097","0,268 - 0,268","51,3 - 51,3",https://www.nahuby.sk/atlas-hub/Boletus-aereus/hrib-bronzovy/hrib-bronzovy/ID120,
Bačkov,Hríb dubový,Boletus reticulatus,Bačkov: Hríb dubový,"48,758670","21,605610",2,"3,480220","3,527059","0,227654","0,230718","59,539690","60,341013","3,48 - 3,527","0,228 - 0,231","59,5 - 60,3",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Badín,Hríb dubový,Boletus reticulatus,Badín: Hríb dubový,"48,667050","19,098000",10,"2,662857","10,596996","0,174187","0,693189","19,816937","78,862665","2,663 - 10,597","0,174 - 0,693","19,8 - 78,9",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Bobrov,Hríb dubový,Boletus reticulatus,Bobrov: Hríb dubový,"49,480420","19,564330",7,"2,510538","12,363262","0,164224","0,808727","16,985808","83,647409","2,511 - 12,363","0,164 - 0,809","17 - 83,6",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Bojná,Hríb dubový,Boletus reticulatus,Bojná: Hríb dubový,"48,617970","18,037450",2,"2,106228","6,831800","0,137776","0,446893","30,738605","99,704306","2,106 - 6,832","0,138 - 0,447","30,7 - 99,7",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Budča - Hrabiny,Hríb dubový,Boletus reticulatus,Budča - Hrabiny: Hríb dubový,"48,584430","19,040720",1,"6,612359","6,612359","0,432539","0,432539","31,758711","31,758711","6,612 - 6,612","0,433 - 0,433","31,8 - 31,8",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Budča_bioplynová stanica,Hríb dubový,Boletus reticulatus,Budča_bioplynová stanica: Hríb dubový,"48,593580","19,074310",1,"5,343000","5,343000","0,349506","0,349506","39,303762","39,303762","5,343 - 5,343","0,35 - 0,35","39,3 - 39,3",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Čačín - Jelšovec,Hríb dubový,Boletus reticulatus,Čačín - Jelšovec: Hríb dubový,"48,659720","19,271450",11,"0,210737","12,111566","0,013785","0,792263","17,338798","996,502750","0,211 - 12,112","0,014 - 0,792","17,3 - 996,5",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Čertov - Lamže,Hríb dubový,Boletus reticulatus,Čertov - Lamže: Hríb dubový,"49,282150","18,221170",5,"1,805679","3,676908","0,118116","0,240520","57,113205","116,299741","1,806 - 3,677","0,118 - 0,241","57,1 - 116,3",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Detvienska Huta_Dobroč,Hríb dubový,Boletus reticulatus,Detvienska Huta_Dobroč: Hríb dubový,"48,527870","19,565150",6,"2,764727","8,763667","0,180851","0,573264","23,962572","75,956867","2,765 - 8,764","0,181 - 0,573",24 - 76,https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Divina - Hucerovci,Hríb dubový,Boletus reticulatus,Divina - Hucerovci: Hríb dubový,"49,287750","18,691570",3,"1,617328","3,801881","0,105795","0,248695","55,235816","129,843792","1,617 - 3,802","0,106 - 0,249","55,2 - 129,8",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Dolné Breziny,Hríb dubový,Boletus reticulatus,Dolné Breziny: Hríb dubový,"48,525200","19,080470",5,"1,457960","2,998858","0,095371","0,196166","70,026657","144,036873","1,458 - 2,999","0,095 - 0,196",70 - 144,https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Drienica,Hríb dubový,Boletus reticulatus,Drienica: Hríb dubový,"49,156180","21,121330",2,"0,921436","3,187152","0,060275","0,208483","65,889547","227,905139","0,921 - 3,187","0,06 - 0,208","65,9 - 227,9",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Drozdovo_SKI,Hríb dubový,Boletus reticulatus,Drozdovo_SKI: Hríb dubový,"48,425666","18,550507",1,"1,217397","1,217397","0,079634","0,079634","172,499193","172,499193","1,217 - 1,217","0,08 - 0,08","172,5 - 172,5",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Dubodiel - Hrabovka,Hríb dubový,Boletus reticulatus,Dubodiel - Hrabovka: Hríb dubový,"48,747488","18,107321",5,"1,610488","9,059925","0,105348","0,592643","23,179000","130,395259","1,61 - 9,06","0,105 - 0,593","23,2 - 130,4",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Heľpa - Brestinka,Hríb dubový,Boletus reticulatus,Heľpa - Brestinka: Hríb dubový,"48,839015","19,970191",6,"2,619997","6,315195","0,171384","0,413100","33,253130","80,152764","2,62 - 6,315","0,171 - 0,413","33,3 - 80,2",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Hodruša-Hámre_Kopanice,Hríb dubový,Boletus reticulatus,Hodruša-Hámre_Kopanice: Hríb dubový,"48,442434","18,801284",5,"3,103449","4,435946","0,203008","0,290172","47,340522","67,666651","3,103 - 4,436","0,203 - 0,29","47,3 - 67,7",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Horné Opatovce,Hríb dubový,Boletus reticulatus,Horné Opatovce: Hríb dubový,"48,556650","18,861230",2,"1,916928","4,131186","0,125393","0,270236","50,832860","109,550280","1,917 - 4,131","0,125 - 0,27","50,8 - 109,6",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Hriňová_Skalisko,Hríb dubový,Boletus reticulatus,Hriňová_Skalisko: Hríb dubový,"48,578845","19,548065",8,"3,362388","10,592186","0,219946","0,692874","19,825936","62,455612","3,362 - 10,592","0,22 - 0,693","19,8 - 62,5",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Jabloňovce,Hríb dubový,Boletus reticulatus,Jabloňovce: Hríb dubový,"48,321951","18,815859",13,"1,272362","3,945300","0,083230","0,258077","53,227891","165,047369","1,272 - 3,945","0,083 - 0,258","53,2 - 165",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Jakubovany_vodopád,Hríb dubový,Boletus reticulatus,Jakubovany_vodopád: Hríb dubový,"49,133343","19,745688",2,"7,259553","17,204830","0,474874","1,125432","12,205875","28,927401","7,26 - 17,205","0,475 - 1,125","12,2 - 28,9",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Jelenec,Hríb dubový,Boletus reticulatus,Jelenec: Hríb dubový,"48,410870","18,205250",7,"2,365518","5,324586","0,154737","0,348301","39,439686","88,775482","2,366 - 5,325","0,155 - 0,348","39,4 - 88,8",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Kamenec pod Vtáčnikom_farma,Hríb dubový,Boletus reticulatus,Kamenec pod Vtáčnikom_farma: Hríb dubový,"48,654310","18,570470",1,"1,792277","1,792277","0,117240","0,117240","117,169388","117,169388","1,792 - 1,792","0,117 - 0,117","117,2 - 117,2",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Kendice,Hríb dubový,Boletus reticulatus,Kendice: Hríb dubový,"48,936905","21,231216",1,"10,169756","10,169756","0,665242","0,665242","20,649463","20,649463","10,17 - 10,17","0,665 - 0,665","20,6 - 20,6",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Kežmarské Žľaby,Hríb dubový,Boletus reticulatus,Kežmarské Žľaby: Hríb dubový,"49,195100","20,297080",1,"0,593076","0,593076","0,038795","0,038795","354,086154","354,086154","0,593 - 0,593","0,039 - 0,039","354,1 - 354,1",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Kokošovce_Sigord,Hríb dubový,Boletus reticulatus,Kokošovce_Sigord: Hríb dubový,"48,948630","21,355870",9,"2,509392","6,992644","0,164149","0,457415","30,031559","83,685610","2,509 - 6,993","0,164 - 0,457","30 - 83,7",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Kolačkov,Hríb dubový,Boletus reticulatus,Kolačkov: Hríb dubový,"49,235870","20,641450",7,"4,893793","19,128681","0,320121","1,251278","10,978279","42,911500","4,894 - 19,129","0,32 - 1,251","11 - 42,9",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Kopernica_kameňolom,Hríb dubový,Boletus reticulatus,Kopernica_kameňolom: Hríb dubový,"48,656053","18,855442",7,"0,346144","3,911922","0,022643","0,255893","53,682052","606,683924","0,346 - 3,912","0,023 - 0,256","53,7 - 606,7",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Kostoľany pod Tribečom,Hríb dubový,Boletus reticulatus,Kostoľany pod Tribečom: Hríb dubový,"48,425230","18,207770",2,"1,717434","8,058876","0,112344","0,527161","26,058225","122,275441","1,717 - 8,059","0,112 - 0,527","26,1 - 122,3",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Kováčová_salaš,Hríb dubový,Boletus reticulatus,Kováčová_salaš: Hríb dubový,"48,593070","19,095060",1,"4,126645","4,126645","0,269939","0,269939","50,888797","50,888797","4,127 - 4,127","0,27 - 0,27","50,9 - 50,9",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Krahule - Čierňavy,Hríb dubový,Boletus reticulatus,Krahule - Čierňavy: Hríb dubový,"48,739611","18,926753",10,"0,137561","3,137396","0,008998","0,205229","66,934490","1 526,597694","0,138 - 3,137","0,009 - 0,205","66,9 - 1526,6",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Kráľovce - Krnišov_kameňolom,Hríb dubový,Boletus reticulatus,Kráľovce - Krnišov_kameňolom: Hríb dubový,"48,326200","18,986500",6,"1,288453","6,737748","0,084283","0,440741","31,167684","162,986155","1,288 - 6,738","0,084 - 0,441","31,2 - 163",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Krompachy_Okrúhlice,Hríb dubový,Boletus reticulatus,Krompachy_Okrúhlice: Hríb dubový,"48,909867","20,865151",2,"31,805788","90,229637","2,080535","5,902257","2,327395","6,602572","31,806 - 90,23","2,081 - 5,902","2,3 - 6,6",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Kurimka - Dlhá Hora,Hríb dubový,Boletus reticulatus,Kurimka - Dlhá Hora: Hríb dubový,"49,315661","21,419893",2,"0,256449","6,308999","0,016775","0,412695","33,285787","818,876268","0,256 - 6,309","0,017 - 0,413","33,3 - 818,9",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
Lehota pod Vtáčnikom_Sekaniny,Hríb dubový,Boletus reticulatus,Lehota pod Vtáčnikom_Sekaniny: Hríb dubový,"48,672370","18,621050",6,"0,211461","3,012114","0,013832","0,197034","69,718477","993,090925","0,211 - 3,012","0,014 - 0,197","69,7 - 993,1",https://www.nahuby.sk/atlas-hub/Boletus-reticulatus/hrib-dubovy/hrib-dubovy/ID122,
